    2000
      21.2705      21.3201      21.4592      21.5101      21.4692      21.4969
      21.6121      21.7072      21.6933      21.6998      21.7231      21.8760
      21.9025      21.8558      21.8077      21.8449      21.9378      21.8874
      21.9336      21.9522      21.8698      21.9342      21.8929      21.9352
      21.9991      22.0428      22.0397      21.9467      22.0424      22.0008
      21.9884      21.9020      21.9156      22.0716      22.0429      22.0611
      22.1173      22.0682      22.0800      22.0540      22.0218      22.1357
      22.0358      21.9744      22.0910      22.0820      22.0371      22.0081
      21.9764      22.0037      22.0689      22.0296      22.0144      21.9982
      21.9631      22.0109      22.0773      22.0726      22.0027      22.0570
      22.0920      22.0201      21.9171      22.0279      22.0457      22.0668
      22.0313      22.0003      21.9098      21.9561      21.9746      22.0372
      22.0498      22.0118      21.9735      22.1631      22.1354      21.9441
      21.9009      22.0405      22.0191      22.0404      22.0031      22.0365
      21.9283      22.0785      22.0899      22.1583      22.1158      22.0082
      21.9879      21.9976      21.9347      21.9090      21.9362      22.0338
      21.9647      22.0367      21.9184      21.9780      22.1021      21.9808
      21.9495      21.9858      21.9195      22.0026      21.9422      21.9433
      21.8770      21.8866      22.0533      22.1130      22.0933      21.9326
      21.9103      21.9639      21.9138      21.9487      22.0879      21.9848
      21.9553      22.0559      22.0173      21.9907      21.9922      22.0227
      21.9678      21.8803      22.0801      22.0176      22.1003      22.1090
      22.1011      21.9935      21.9757      22.0196      21.9964      22.0051
      22.1674      22.2089      22.0678      22.0718      22.0436      22.0960
      22.0499      22.1266      21.9346      22.0209      21.9918      21.9447
      21.9990      22.0483      21.9349      21.9747      21.9175      21.9333
      22.0279      21.9264      21.8922      21.9897      22.0741      21.9110
      21.9903      22.0134      21.9979      21.9543      22.0208      21.9670
      22.0048      21.9892      21.9645      22.0224      21.9776      21.9906
      22.0282      22.1590      22.0326      22.0853      22.0121      21.9344
      21.9674      22.0735      21.9896      21.9625      22.0149      22.1000
      22.0412      22.0228      22.0039      21.9573      21.8912      21.9742
      21.9645      22.0392      22.0881      22.0467      21.9731      22.1293
      22.1419      22.1237      22.0278      22.0858      22.1812      22.1924
      22.0590      21.9680      22.0007      22.0990      22.0476      22.0017
      22.0815      22.1063      21.9314      22.1139      21.9667      22.1745
      22.1103      22.1933      22.0805      22.1171      21.9879      22.0894
      22.0758      22.1524      21.9363      22.0183      22.1043      22.0698
      22.1285      22.1643      22.1396      22.0574      22.0281      22.0384
      22.1178      22.0638      22.0121      22.0260      21.9812      22.0966
      22.1276      22.1423      22.1028      22.1526      22.1643      22.0871
      22.0644      22.0860      22.0796      22.1265      22.1461      22.0899
      22.1250      22.1502      22.1226      22.1394      22.0938      22.0831
      22.0931      22.0440      22.0445      22.0683      22.1253      22.1688
      22.1483      22.1013      22.1308      22.1733      22.0729      22.1827
      22.1094      22.1301      22.1364      22.1226      22.1970      22.0874
      22.1830      22.2648      22.1512      22.1220      22.1422      22.1457
      22.1335      22.1409      22.1951      22.1674      22.1816      22.1359
      22.1430      22.2512      22.0982      22.2594      22.0895      22.2529
      22.1842      22.1953      22.2179      22.1293      22.1542      22.2324
      22.2018      22.1158      22.1501      22.1281      22.0581      22.0571
      22.0994      22.1103      22.1584      22.1825      22.0075      22.0453
      22.1196      22.0994      22.1132      22.2012      22.1872      22.2095
      22.2000      22.1782      22.0937      22.1771      22.1793      22.2082
      22.1758      22.1955      22.2275      22.2353      22.1115      22.0907
      22.1750      22.2917      22.1476      22.2635      22.3303      22.2431
      22.2144      22.2749      22.2950      22.3232      22.2865      22.3300
      22.4084      22.3738      22.3522      22.3163      22.5202      22.5198
      22.5494      22.5965      22.5495      22.5251      22.5641      22.6314
      22.7402      22.6643      22.6669      22.7018      22.6636      22.6196
      22.6615      22.7505      22.6790      22.7088      22.7007      22.6926
      22.6967      22.7466      22.7256      22.7305      22.6476      22.6348
      22.6616      22.7287      22.8003      22.6674      22.6398      22.6135
      22.7220      22.6852      22.6502      22.6365      22.7862      22.7074
      22.6957      22.6517      22.6952      22.7169      22.7940      22.7989
      22.5838      22.6665      22.6670      22.6784      22.7097      22.6450
      22.6828      22.7596      22.7066      22.7058      22.6154      22.7269
      22.6626      22.5545      22.5876      22.6597      22.6218      22.6126
      22.7712      22.6372      22.7278      22.6774      22.7724      22.6652
      22.7197      22.7616      22.6607      22.7114      22.7343      22.7127
      22.6201      22.6615      22.6057      22.6142      22.7100      22.6627
      22.6869      22.6987      22.6748      22.6100      22.6589      22.6841
      22.7011      22.6205      22.6469      22.6828      22.6959      22.7104
      22.6469      22.6461      22.7445      22.7158      22.6542      22.5895
      22.6208      22.6050      22.6181      22.5887      22.7437      22.7292
      22.6240      22.6647      22.6241      22.6063      22.6143      22.6429
      22.7618      22.7029      22.6327      22.6663      22.6494      22.6281
      22.6735      22.6972      22.6357      22.6103      22.6725      22.6747
      22.5891      22.6714      22.6410      22.6713      22.7362      22.7495
      22.6821      22.6508      22.7107      22.6988      22.7119      22.6840
      22.6849      22.6077      22.6731      22.6670      22.6237      22.7251
      22.7336      22.7097      22.7614      22.7338      22.6254      22.6408
      22.6839      22.7645      22.6666      22.6591      22.7161      22.6410
      22.7016      22.6449      22.7095      22.6330      22.6693      22.6679
      22.6730      22.5897      22.6495      22.6053      22.6425      22.7274
      22.6814      22.6600      22.6618      22.6940      22.7031      22.6851
      22.6393      22.6542      22.6986      22.7198      22.7705      22.7294
      22.7653      22.6726      22.7288      22.6440      22.5561      22.5278
      22.5538      22.6661      22.6792      22.6061      22.6518      22.4821
      22.6090      22.6464      22.7324      22.6692      22.6334      22.6770
      22.6505      22.7039      22.6563      22.5430      22.6464      22.6177
      22.5738      22.5700      22.6070      22.6706      22.7813      22.6613
      22.7033      22.6821      22.6500      22.6217      22.7041      22.7403
